image_uri,split,label
/home/jupyter/gcs/catsdogs/train/cats/cat.124.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.125.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.126.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.127.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.128.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.129.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.13.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.130.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.131.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.132.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.133.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.134.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.135.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.136.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.137.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.138.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.139.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.14.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.140.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.141.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.142.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.143.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.144.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.145.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.146.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.147.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.148.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.149.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.15.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.150.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.151.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.152.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.153.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.154.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.155.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.156.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.157.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.158.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.159.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.16.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.160.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.161.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.162.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.163.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.164.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.165.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.166.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.167.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.168.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.169.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.17.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.170.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.171.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.172.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.173.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.174.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.175.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.176.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.177.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.178.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.179.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.18.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.180.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.181.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.182.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.183.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.184.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.185.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.186.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.187.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.188.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.189.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.19.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.190.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.191.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.192.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.193.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.194.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.195.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.196.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.197.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.198.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.199.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.2.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.20.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.200.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.201.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.202.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.203.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.204.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.205.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.206.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.207.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.208.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.209.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.21.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.210.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.211.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.212.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.213.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.214.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.215.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.216.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.217.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.218.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.219.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.22.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.220.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.221.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.222.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.223.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.224.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.225.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.226.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.227.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.228.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.229.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.23.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.230.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.231.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.232.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.233.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.234.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.235.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.236.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.237.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.238.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.239.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.24.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.240.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.241.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.242.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.243.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.244.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.245.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.246.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.247.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.248.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.249.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.25.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.250.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.251.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.252.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.253.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.254.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.255.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.256.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.257.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.258.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.259.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.26.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.260.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.261.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.262.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.263.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.264.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.265.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.266.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.267.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.268.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.269.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.27.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.270.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.271.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.272.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.273.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.274.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.275.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.276.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.277.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.278.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.279.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.28.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.280.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.281.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.282.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.283.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.284.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.285.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.286.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.287.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.288.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.289.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.29.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.290.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.291.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.292.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.293.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.294.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.295.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.296.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.297.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.298.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.299.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.3.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.30.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.300.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.301.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.302.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.303.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.304.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.305.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.306.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.307.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.308.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.309.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.31.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.310.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.311.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.312.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.313.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.314.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.315.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.316.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.317.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.318.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.319.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.32.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.320.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.321.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.322.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.323.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.324.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.325.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.326.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.327.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.328.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.329.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.33.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.330.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.331.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.332.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.333.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.334.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.335.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.336.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.337.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.338.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.339.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.34.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.340.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.341.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.342.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.343.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.344.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.345.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.346.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.347.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.348.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.349.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.35.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.350.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.351.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.352.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.353.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.354.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.355.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.356.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.357.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.358.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.359.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.36.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.360.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.361.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.362.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.363.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.364.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.365.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.366.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.367.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.368.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.369.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.37.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.370.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.371.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.372.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.373.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.374.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.375.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.376.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.377.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.378.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.379.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.38.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.380.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.381.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.382.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.383.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.384.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.385.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.386.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.387.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.388.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.389.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.39.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.390.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.391.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.392.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.393.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.394.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.395.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.396.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.397.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.398.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.399.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.4.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.40.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.400.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.401.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.402.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.403.jpg,TRAIN,cats
/home/jupyter/gcs/catsdogs/train/cats/cat.404.jpg,TRAIN,cats
